#{"t_start": 1598826891.8652916, "env_id": "WalrusBalance-v0"}
83.361977,9,1449.059791
29.39752,4,1450.282038
28.408301,4,1451.523879
98.708363,8,1453.600962
44.712698,5,1455.255827
39.750044,4,1456.447719
39.52347,4,1457.712882
71.149089,7,1459.570549
39.540791,4,1460.823271
29.673176,4,1462.012546
34.418639,3,1463.058215
93.018722,9,1465.351823
33.043464,3,1466.368043
39.065234,4,1467.62941
34.231416,3,1468.694752
29.772973,4,1469.905698
75.647829,10,1472.388164
33.659509,3,1473.4107
34.191035,3,1474.435405
79.226135,6,1476.09156
34.440656,3,1477.066922
28.776158,4,1478.270152
79.341827,8,1480.313327
27.630041,4,1481.52644
64.575849,7,1483.424121
34.477215,3,1484.456315
29.753772,4,1485.700344
29.89503,4,1486.933906
29.748079,4,1488.206265
103.776695,9,1490.434921
63.933944,7,1492.412903
38.243071,4,1493.677811
34.31707,5,1495.159081
44.806082,5,1496.611629
49.533259,6,1498.272121
34.22309,3,1499.348069
24.666591,3,1500.434877
34.454723,3,1501.465474
53.473108,7,1503.35524
39.577223,4,1504.567202
39.518011,4,1505.788172
34.800037,3,1506.842791
34.723978,3,1507.885468
95.163307,8,1509.939165
29.593193,4,1511.192726
34.517639,3,1512.220046
39.611521,4,1513.434467
129.881026,11,1516.128936
260.91674,19,1520.463398
29.712488,4,1521.716906
39.476276,4,1522.877559
68.923195,9,1525.192715
39.027954,4,1526.38627
74.640738,7,1528.236159
123.787812,9,1530.491744
112.549257,9,1532.7182
59.56392,6,1534.416411
34.700482,3,1535.460715
49.302805,4,1536.717713
49.830952,6,1538.398923
24.642636,3,1539.407701
94.513042,7,1541.221578
29.68661,4,1542.483808
24.592306,3,1543.551757
59.218584,8,1545.639529
89.249332,8,1547.664778
66.540476,6,1549.283855
39.572252,4,1550.606162
138.437931,12,1553.467754
24.420749,3,1554.516199
87.863703,8,1556.525001
23.787717,3,1557.498904
33.766857,3,1558.51568
29.56042,4,1559.742728
34.633422,3,1560.811762
69.391498,6,1562.461397
34.69117,3,1563.546378
24.575081,3,1564.551415
57.212868,6,1566.219187
39.495423,4,1567.509998
49.524595,4,1568.789944
59.069424,8,1570.866584
39.298038,4,1572.110327
88.351802,9,1574.429781
59.821877,6,1576.127751
64.179751,7,1577.985943
39.58989,4,1579.220306
34.450514,3,1580.223397
64.579254,7,1582.029259
48.892984,4,1583.24234
33.010104,5,1584.694181
43.403592,5,1586.15844
44.342807,5,1587.572105
57.507633,6,1589.240051
29.577622,4,1590.459033
28.569679,4,1591.642057
33.725723,3,1592.699775
93.90318,10,1595.250087
33.688493,5,1596.741238
58.055719,6,1598.393301
76.330286,8,1600.452582
113.975534,9,1602.684311
39.145495,4,1603.867225
54.395963,5,1605.34359
48.742356,4,1606.556518
78.608659,8,1608.672339
87.325983,8,1610.770072
29.788987,4,1612.026906
43.990882,5,1613.500922
82.615729,7,1615.430081
117.390552,10,1617.962631
28.812802,4,1619.183318
44.510903,5,1620.632066
33.497878,5,1622.104399
34.457951,5,1623.588158
24.274315,3,1624.662788
88.527681,9,1626.919995
53.784132,5,1628.404418
43.869946,5,1629.823756
101.000952,9,1632.087409
34.650159,3,1633.171541
44.552024,5,1634.572007
87.813705,8,1636.618523
121.98796,11,1639.350045
39.67005,4,1640.545888
34.457877,3,1641.573609
96.85498,10,1644.076663
39.731453,4,1645.299994
102.994181,9,1647.531012
97.124688,8,1649.644255
34.569638,3,1650.708725
19.827915,2,1651.623841
29.697875,4,1652.891737
39.757163,6,1654.602407
147.177625,14,1657.884136
39.737587,4,1659.074554
54.818294,5,1660.504417
34.20677,3,1661.518827
82.835924,7,1663.403798
94.266851,7,1665.274087
48.943192,4,1666.574383
63.411388,5,1668.053609
64.272459,5,1669.47521
29.651309,4,1670.747139
33.807694,3,1671.779138
77.047341,8,1673.803008
44.664004,5,1675.225826
86.832591,8,1677.259982
136.323044,12,1680.163063
117.447623,10,1682.614146
77.761494,8,1684.681953
49.491368,4,1685.975082
28.778797,4,1687.247733
43.116208,5,1688.687654
97.458586,8,1690.737497
34.372214,3,1691.762692
39.351795,4,1692.983317
29.800219,4,1694.245803
34.616548,5,1695.738406
39.691307,4,1697.032007
54.690574,5,1698.431674
128.302692,10,1700.928293
138.616436,12,1703.81494
29.622388,4,1705.080043
77.3864,8,1707.165924
44.605147,5,1708.627924
87.603886,8,1710.670442
39.726853,4,1711.934532
29.781544,4,1713.217091
34.458034,3,1714.240646
59.591412,6,1715.908744
109.760876,11,1718.587417
28.816655,4,1719.792064
23.713862,3,1720.837289
63.97795,5,1722.277468
33.868865,3,1723.311834
44.571959,5,1724.73476
54.540376,5,1726.160314
64.461182,5,1727.612495
53.778816,5,1729.079971
71.39651,7,1730.922197
104.270649,9,1733.230774
34.46153,3,1734.236413
90.794688,9,1736.538371
34.431512,3,1737.596266
29.788246,4,1738.793545
24.395851,3,1739.80894
34.246113,3,1740.854067
38.850245,4,1742.097345
78.799261,8,1744.2241
28.881463,4,1745.456434
64.15447,5,1746.869697
34.616327,3,1747.866124
34.685839,3,1748.861346
68.490515,6,1750.458905
34.677439,3,1751.433402
24.609748,3,1752.511169
34.50695,3,1753.587408
114.323397,9,1755.901258
43.623077,5,1757.403209
29.545016,4,1758.566083
49.410828,6,1760.19323
34.115059,3,1761.179379
43.696179,5,1762.642403
43.882026,5,1764.192145
49.535812,6,1765.892112
34.408514,3,1766.883671
64.30197,7,1768.762695
53.255442,5,1770.251229
34.389795,3,1771.326883
29.13235,4,1772.547479
74.316208,7,1774.365441
24.089796,3,1775.428365
34.469707,3,1776.455049
87.996581,8,1778.461349
34.361726,3,1779.418701
34.4303,3,1780.434186
84.297746,8,1782.467728
34.609651,3,1783.472212
29.848486,4,1784.724378
28.623804,4,1786.006696
120.900735,11,1788.743101
34.391159,5,1790.235207
83.92934,7,1792.07637
44.675321,5,1793.607368
68.012842,6,1795.239923
127.032135,12,1798.101094
39.211886,4,1799.337007
24.113896,3,1800.363124
97.158268,9,1802.665485
68.938214,6,1804.335535
33.850068,3,1805.342952
48.840447,6,1807.054121
39.669794,4,1808.330338
34.500102,3,1809.406709
24.441576,3,1810.524267
64.340795,7,1812.429134
29.723968,4,1813.672186
23.896236,3,1814.716089
34.801072,3,1815.731475
103.895466,9,1817.997849
34.264992,5,1819.452076
43.557818,5,1820.921008
14.077963,3,1822.277955
59.60265,6,1823.945889
34.398128,3,1824.972485
29.62999,4,1826.232485
9.857039,2,1827.167098
28.946791,4,1828.428221
48.725626,4,1829.648314
34.431585,3,1830.63353
49.385348,4,1831.838084
115.122752,10,1834.329659
39.808033,4,1835.622662
49.440925,4,1836.877194
54.088694,5,1838.316502
71.495118,7,1840.286624
34.746879,3,1841.282286
38.828457,4,1842.730455
49.466255,4,1843.978539
105.606015,10,1846.458776
49.322235,6,1848.0977
48.918965,4,1849.362259
46.786379,6,1850.99831
38.672305,4,1852.208696
24.669628,3,1853.232248
17.616328,4,1854.705643
33.261646,3,1855.691476
178.731049,15,1859.405711
63.240598,7,1861.418477
68.826199,8,1863.534616
29.686789,4,1864.841209
33.40837,5,1866.302587
39.702609,4,1867.525544
44.62255,5,1869.144367
34.458485,3,1870.18193
102.990911,9,1872.477301
54.740186,5,1873.919433
53.065249,9,1876.182793
23.320875,3,1877.155278
116.66042,11,1879.86446
34.808025,5,1881.383415
24.849993,3,1882.409876
24.176578,3,1883.413486
48.040324,4,1884.653238
29.649567,4,1885.9257
44.611326,5,1887.38972
54.678984,5,1888.811197
89.293618,8,1891.036955
49.42214,6,1892.696174
34.59178,5,1894.249489
28.437685,4,1895.452583
107.929051,10,1897.902277
53.400693,9,1900.258162
34.64576,3,1901.244144
44.482844,5,1902.693637
59.467835,6,1904.395887
48.027358,6,1906.042903
52.691965,5,1907.525113
85.283028,8,1909.600375
49.476148,4,1910.877386
68.009002,6,1912.566224
69.243693,6,1914.231777
89.349746,8,1916.287849
34.561805,3,1917.282311
78.355329,8,1919.363694
37.921503,4,1920.625611
82.783444,7,1922.431851
125.836981,10,1924.943835
54.380742,5,1926.406128
24.422762,3,1927.498448
34.428298,3,1928.492209
44.707801,5,1929.902004
24.661246,3,1930.986131
53.553531,5,1932.571867
73.536209,7,1934.450985
34.255397,3,1935.476134
54.367793,5,1936.93657
99.309177,8,1938.977548
28.933838,4,1940.239771
104.255849,11,1942.912659
86.761299,8,1944.970393
27.630814,4,1946.286422
29.767686,4,1947.517502
140.09995,15,1951.070075
64.357526,5,1952.460606
87.093846,8,1954.487135
107.676107,10,1956.981245
98.886146,8,1959.041852
39.041018,4,1960.266316
34.261687,3,1961.270457
92.256955,9,1963.601119
33.425511,3,1964.665375
34.481563,3,1965.722357
97.675938,8,1967.773709
108.860567,10,1970.243535
52.554456,5,1971.705738
34.794055,3,1972.719342
82.946802,7,1974.623492
68.525652,6,1976.26557
39.857198,4,1977.542918
34.575666,3,1978.597095
29.698542,4,1979.809111
94.32175,9,1982.058264
23.997432,3,1983.132939
93.889411,7,1985.038667
163.178044,13,1988.222715
69.383322,6,1989.913892
90.842414,9,1992.156427
39.885327,4,1993.420991
49.365441,4,1994.620175
64.620265,7,1996.472306
108.892874,10,1998.905806
33.907661,3,1999.950956
34.85508,3,2000.976463
34.305559,3,2001.991854
59.309128,8,2004.061108
29.319367,4,2005.305255
44.470899,5,2006.796208
112.457672,9,2009.135537
79.184601,6,2010.81227
89.705282,9,2013.13912
150.582063,13,2016.202762
89.377916,8,2018.331141
93.223274,9,2020.620823
158.956694,12,2023.457671
34.406108,3,2024.515416
49.115247,6,2026.158929
39.460728,4,2027.625223
64.350743,7,2029.453286
29.650275,4,2030.716789
94.333864,7,2032.597905
34.635085,3,2033.627671
34.780969,3,2034.652266
24.685714,3,2035.708393
95.357099,12,2038.683881
64.442667,5,2040.154304
161.461812,11,2042.814086
33.467739,3,2043.900215
63.986031,7,2045.817927
34.719186,3,2046.810229
54.369346,5,2048.252026
92.744391,9,2050.544662
34.621836,3,2051.539644
39.623869,4,2052.784112
44.829492,5,2054.270414
98.922093,8,2056.342448
39.857749,4,2057.616245
39.800984,4,2058.865476
113.258519,11,2061.583887
79.043672,8,2063.600335
34.628108,3,2064.65653
39.641791,4,2065.951324
54.104628,5,2067.432487
24.248435,3,2068.528578
45.970759,6,2070.246594
87.846752,8,2072.31725
24.112243,3,2073.375652
23.832367,3,2074.42039
28.825087,4,2075.672159
47.168681,6,2077.327442
170.505061,15,2080.794489
29.282581,4,2082.048131
23.756317,3,2083.065963
42.840244,5,2084.488718
69.364389,6,2086.187371
59.498018,6,2087.915649
74.486787,7,2089.77059
29.731058,4,2091.037127
33.810236,3,2092.061203
39.596048,4,2093.359851
39.761514,4,2094.616366
39.676926,4,2095.918959
73.957116,7,2097.791481
33.99197,5,2099.216249
59.816101,6,2100.897
24.437314,3,2101.952978
34.675335,3,2103.008352
92.588731,9,2105.335281
82.705271,9,2107.655722
59.527356,6,2109.346171
34.746584,3,2110.361143
164.186927,14,2113.689229
23.829239,3,2114.676042
58.502022,6,2116.370728
28.898963,4,2117.59261
87.481622,8,2119.677766
73.107944,7,2121.529752
87.746386,8,2123.643981
38.804454,4,2124.835536
34.584076,3,2125.845985
57.640855,6,2127.546222
227.262129,18,2131.692011
68.540726,6,2133.351045
137.321909,12,2136.290217
24.350827,3,2137.315268
86.483268,8,2139.354335
69.253037,6,2140.936547
83.95366,8,2142.972512
24.772331,3,2144.01447
64.37002,7,2145.922822
39.583765,4,2147.174097
39.371571,4,2148.345889
39.599379,4,2149.599509
109.014433,8,2151.687944
34.394921,3,2152.695063
32.77173,5,2154.250639
52.650877,5,2155.753281
39.463084,4,2157.046103
34.506065,3,2158.122221
39.909683,4,2159.345406
34.76981,3,2160.432044
49.438224,4,2161.623429
34.360035,3,2162.657004
28.407971,4,2163.889759
64.456831,5,2165.322063
137.482722,12,2168.200649
82.939915,9,2170.50505
74.348183,7,2172.382338
79.513569,8,2174.418092
38.93202,4,2175.645321
29.832692,4,2176.920355
29.470607,4,2178.202771
34.891333,3,2179.206583
44.808853,5,2180.641352
118.651658,10,2183.132856
78.493207,6,2184.77238
54.388844,5,2186.221033
29.111445,4,2187.484465
222.435622,19,2191.873705
71.791934,7,2193.661528
39.357658,4,2194.905817
79.256191,7,2196.720157
49.046289,6,2198.47338
33.986332,5,2199.889181
83.39567,7,2201.699272
39.728187,4,2202.90703
29.632355,4,2204.130392
33.673963,3,2205.19705
79.26046,6,2206.900478
73.413991,7,2208.699477
69.68907,6,2210.459815
39.356704,4,2211.69175
69.134212,6,2213.391077
14.349712,3,2214.560819
34.437122,3,2215.600507
39.77621,4,2216.842049
29.098077,4,2218.023286
29.823211,4,2219.390507
143.451207,11,2222.133342
39.860034,4,2223.346399
24.858378,3,2224.348741
34.50183,3,2225.414037
59.810842,6,2227.04577
93.004947,9,2229.322322
38.406038,4,2230.585571
117.521319,10,2233.11513
34.456258,3,2234.171104
29.646972,2,2235.166578
53.937736,5,2236.590086
87.493001,8,2238.701295
24.495262,3,2239.694244
29.486947,4,2240.905757
24.24255,3,2241.999287
43.057896,5,2243.489083
134.10824,11,2246.245168
103.304387,11,2249.111159
67.380956,6,2250.746351
29.673371,4,2252.260384
29.478159,4,2253.473419
29.257533,4,2254.747802
33.830132,3,2255.824886
69.534226,6,2257.483484
88.043601,8,2259.568347
34.215514,3,2260.633331
24.356542,3,2261.644204
54.433939,5,2263.04478
113.688237,9,2265.31563
116.178831,12,2268.269681
34.237632,5,2269.752689
49.194938,4,2271.046848
88.894171,9,2273.488749
49.820196,6,2275.197768
54.409396,5,2276.730359
24.708294,3,2277.768305
34.575682,3,2278.799844
58.803491,6,2280.410271
87.250567,8,2282.416842
49.339666,4,2283.671133
88.197864,8,2285.731047
28.777893,4,2287.047761
94.090391,9,2289.374692
33.724017,3,2290.464502
49.485399,4,2291.695339
28.999278,4,2292.929732
34.53575,3,2294.116311
54.199134,5,2295.58971
28.822247,4,2296.832811
34.729285,3,2297.933834
39.59852,4,2299.196824
113.530016,9,2301.456841
39.521759,4,2302.720366
24.502472,3,2303.806946
74.315382,7,2305.688515
29.574889,4,2306.878907
54.612008,5,2308.336784
44.579153,5,2309.727869
49.524038,6,2311.495384
79.331305,6,2313.155702
24.718335,3,2314.206171
29.555478,4,2315.445542
39.153807,4,2316.667507
34.56724,3,2317.709432
54.687179,5,2319.219867
63.763268,7,2321.088722
48.499184,4,2322.391605
34.080176,3,2323.475408
24.288068,3,2324.486686
99.284706,8,2326.58083
49.636846,6,2328.259769
33.434915,3,2329.334869
117.887152,10,2331.82305
39.802374,4,2333.074261
64.180116,5,2334.507353
29.743567,4,2335.782056
54.768493,5,2337.272298
39.498522,4,2338.523316
24.707722,3,2339.537961
57.201886,6,2341.243106
29.80129,4,2342.44487
49.62808,6,2344.133382
34.663455,3,2345.198162
85.904886,8,2347.325722
79.231028,6,2348.985323
153.56534,13,2352.135183
89.347383,8,2354.251768
54.717642,5,2355.755298
81.893432,9,2358.057013
51.928855,5,2359.497717
29.278286,4,2360.755616
34.82954,3,2361.818979
92.665819,9,2364.074769
49.558388,4,2365.328025
24.49933,3,2366.400561
34.775126,5,2367.811866
143.477216,11,2370.563238
48.992116,4,2371.824113
39.720901,4,2373.03722
53.93667,7,2374.93414
126.935345,14,2378.257091
24.404554,3,2379.353479
100.989295,9,2381.609157
69.752888,6,2383.411883
24.664501,3,2384.420253
49.144459,4,2385.663416
39.543557,4,2386.938619
24.263785,3,2388.012707
37.649754,4,2389.24434
109.429067,10,2391.729805
49.336096,4,2392.982286
82.64399,7,2394.850609
91.123199,9,2397.130794
73.601765,7,2399.024712
39.622199,4,2400.297202
59.444504,6,2401.947645
104.011799,9,2404.255804
34.236373,3,2405.269961
34.71449,3,2406.285631
24.693837,3,2407.375541
87.164358,8,2409.458868
102.840892,9,2411.721176
29.554945,4,2413.04602
57.702704,6,2414.711302
24.171505,3,2415.834912
34.162381,3,2416.919697
28.788444,4,2418.112254
64.275728,5,2419.558487
74.184034,7,2421.387062
39.641993,4,2422.666964
57.657157,6,2424.315256
107.825688,10,2426.843484
23.202723,3,2427.938332
49.335307,6,2429.578036
44.694529,5,2431.049506
39.496346,4,2432.329419
39.540647,4,2433.550157
84.267503,7,2435.409497
54.181519,5,2436.873448
89.04618,8,2438.998873
34.396401,3,2439.961858
64.336788,7,2441.808193
94.229281,9,2444.153483
73.370472,9,2446.426888
23.318457,3,2447.419193
48.113523,4,2448.697284
54.115089,5,2450.10622
39.676066,4,2451.401551
59.548386,6,2453.033563
44.552964,5,2454.51912
39.727665,4,2455.772823
24.321923,3,2456.809092
33.965772,3,2457.86712
34.501969,3,2458.913106
78.257683,8,2460.910578
23.989539,3,2461.975344
117.109561,10,2464.499609
24.404539,3,2465.503607
34.099602,3,2466.539191
77.170392,8,2468.589973
152.89725,11,2471.329168
101.291447,11,2474.09125
63.494674,5,2475.57375
28.142239,4,2476.827531
39.49817,4,2478.041718
34.434951,3,2479.076845
53.849835,5,2480.488405
106.794347,10,2483.030244
44.722739,5,2484.432124
78.986627,8,2486.464682
59.64962,6,2488.14292
59.749787,6,2489.780581
24.518039,3,2490.849723
42.999492,5,2492.372294
24.358826,3,2493.47857
29.746193,4,2494.77897
24.776324,3,2495.886853
54.467534,5,2497.351306
53.469356,5,2498.788404
24.645099,3,2499.833954
183.79034,15,2503.364192
23.765476,3,2504.349395
29.107361,4,2505.605937
29.542447,4,2506.818792
44.680872,5,2508.243608
173.632744,15,2511.778373
39.84161,4,2513.034792
106.556746,12,2515.909196
69.541854,8,2517.993641
49.455815,6,2519.64392
84.768567,8,2521.708265
77.57613,8,2523.823722
24.464054,3,2524.859975
87.317402,8,2526.946984
34.584401,3,2527.938773
34.821696,3,2528.951118
43.628007,5,2530.455017
63.309614,5,2531.931748
34.453184,3,2533.018649
95.988068,10,2535.563308
34.093844,3,2536.618918
38.826945,4,2537.896576
64.364864,5,2539.381495
147.199892,14,2542.765824
39.814728,4,2543.949555
83.759381,7,2545.80441
39.645293,4,2547.06255
63.371045,5,2548.553667
42.186532,5,2550.01359
44.578295,5,2551.450263
39.645016,4,2552.722896
78.273227,8,2554.800456
38.791517,4,2556.104216
118.966755,10,2558.569037
87.455827,8,2560.587398
34.827367,3,2561.631178
48.773799,4,2563.039972
33.957151,3,2564.094109
114.971228,10,2566.64726
24.628066,3,2567.680578
34.531027,3,2568.663437
43.340639,5,2570.092119
28.170583,4,2571.333673
147.19647,12,2574.233012
57.45244,6,2575.91301
24.487041,3,2576.959286
49.328742,6,2578.65609
47.832322,4,2579.889489
79.661296,9,2582.124482
29.674825,4,2583.348897
97.967619,10,2585.836086
47.602562,6,2587.536158
83.964443,7,2589.407665
43.796893,7,2591.344439
49.453561,4,2592.681114
52.468669,5,2594.119825
98.979993,10,2596.57362
23.912118,3,2597.595934
29.521421,4,2598.844486
69.423311,6,2600.526198
44.783813,5,2602.051812
24.476638,3,2603.139012
36.116708,6,2604.786025
87.850128,8,2606.842822
52.709189,5,2608.291481
34.409687,3,2609.285485
73.080532,7,2611.110482
63.318939,5,2612.602509
34.732378,3,2613.648059
39.711165,4,2614.900178
117.625962,10,2617.436412
24.365921,3,2618.567057
87.839251,8,2620.683011
44.742605,5,2622.113744
88.590444,8,2624.170492
34.238072,3,2625.288345
58.356517,6,2626.869016
89.86121,9,2629.194099
79.252799,8,2631.366912
48.464134,8,2633.466443
39.532527,4,2634.717877
24.625528,3,2635.772535
113.479831,11,2638.490776
59.623935,6,2640.140925
133.981986,11,2642.799181
108.700785,8,2644.934433
39.444192,4,2646.187231
34.511425,3,2647.245842
53.441258,5,2648.657204
38.907659,4,2649.881512
87.482239,8,2651.968665
93.166632,9,2654.261409
34.594784,3,2655.414484
39.575221,4,2656.736337
116.973666,10,2659.177909
84.435429,7,2661.185191
38.848011,6,2662.813227
103.225188,10,2665.344685
33.206007,3,2666.339469
38.728446,4,2667.614905
24.26575,3,2668.651723
33.74153,3,2669.707778
29.705707,4,2670.939839
54.671623,5,2672.318868
39.569319,4,2673.602414
133.410536,9,2675.901176
24.437275,3,2676.906828
69.082005,6,2678.55655
24.540171,3,2679.570551
66.574966,6,2681.210216
92.49042,9,2683.44274
34.377922,3,2684.476569
75.547043,8,2686.561377
93.037841,9,2688.827963
44.711723,5,2690.23472
44.21438,5,2691.724414
83.838286,7,2693.620142
24.468669,3,2694.665832
59.699893,9,2696.933316
34.538649,3,2697.987685
67.687871,6,2699.591108
91.783292,11,2702.250752
34.500641,3,2703.354952
86.91441,8,2705.449868
53.846535,5,2706.87038
34.022711,3,2707.845622
47.46702,6,2709.485294
53.690855,7,2711.292155
39.013964,6,2712.937467
37.326008,4,2714.190454
39.002658,4,2715.433292
29.250733,4,2716.673643
27.971309,4,2717.948616
39.461679,6,2719.589936
24.859722,3,2720.63572
34.464208,3,2721.661651
54.334298,5,2723.072081
34.358354,3,2724.148491
34.582291,3,2725.143452
24.504054,3,2726.207316
84.390706,7,2728.159036
49.258468,6,2729.81917
69.516666,6,2731.509338
28.854965,4,2732.73153
49.554784,4,2733.983366
86.162581,8,2736.066329
37.673488,4,2737.386986
68.076,6,2739.000011
72.212067,7,2741.084319
39.638646,4,2742.350572
44.58711,5,2743.758269
108.792015,10,2746.223871
29.460996,4,2747.393444
34.750427,3,2748.417782
107.824134,8,2750.459554
85.165511,8,2752.477961
12.436029,3,2753.580128
64.477627,5,2755.070189
59.006689,6,2756.766487
34.456286,3,2757.829167
39.107135,4,2759.081591
87.409936,8,2761.184248
34.423465,3,2762.20643
39.65309,4,2763.447092
34.398025,3,2764.440336
34.574199,3,2765.433948
24.163898,3,2766.440449
29.409919,4,2767.692575
34.373917,3,2768.677325
29.320853,4,2769.879468
24.655641,3,2771.092969
110.408366,9,2773.43996
72.373552,7,2775.241741
54.556701,7,2777.117615
120.727321,13,2780.220654
84.009855,8,2782.336251
68.074267,6,2784.004295
63.822705,7,2785.838905
48.835283,4,2787.068392
34.088741,3,2788.092552
93.204659,12,2791.031596
39.397169,4,2792.234064
48.027288,6,2793.928365
99.422884,8,2796.00701
34.364087,3,2796.991169
34.727163,3,2797.994886
39.815478,4,2799.225912
108.203036,10,2801.707454
74.183778,9,2804.034055
54.372088,5,2805.417135
29.787233,4,2806.626438
39.785065,4,2807.806068
29.747057,4,2809.078472
118.763568,10,2811.56157
39.207826,4,2812.865602
24.595652,3,2813.899151
24.320448,3,2814.964856
29.806799,4,2816.268315
88.168316,8,2818.36575
34.892108,3,2819.340021
87.774585,8,2821.382996
34.470468,3,2822.425813
77.436152,8,2824.461935
34.62965,3,2825.477467
24.309827,3,2826.491912
34.665575,3,2827.529213
34.49468,3,2828.58471
108.90984,8,2830.685452
24.541894,3,2831.751582
99.487537,8,2833.851284
34.766817,5,2835.872092
44.982315,5,2837.323419
44.958577,5,2838.775905
34.958162,5,2840.309021
34.982832,5,2841.743209
34.586897,3,2843.270562
59.679547,6,2844.951923
24.360516,3,2845.981194
33.844862,3,2847.17749
